kanton,kanton_id,kanton_code,x,y
Valais,Valais_1_1,VS,7.009783569000149,45.9433983360001
Valais,Valais_1_1,VS,7.002755575000066,45.96169179300007
Valais,Valais_1_1,VS,6.991283406000122,45.98246571900002
Valais,Valais_1_1,VS,6.987666056000052,45.99311106400002
Valais,Valais_1_1,VS,6.982808471000055,45.99538482700005
Valais,Valais_1_1,VS,6.91511234500004,46.0486115530001
Valais,Valais_1_1,VS,6.892374715000074,46.0555878710001
Valais,Valais_1_1,VS,6.884003133000078,46.05321075500005
Valais,Valais_1_1,VS,6.876871786000066,46.04809478800006
Valais,Valais_1_1,VS,6.869223673000079,46.04406402600007
Valais,Valais_1_1,VS,6.859715210000104,46.04499420200001
Valais,Valais_1_1,VS,6.850930216000108,46.049645081000065
Valais,Valais_1_1,VS,6.850310099000126,46.052745667000025
Valais,Valais_1_1,VS,6.852377156000102,46.05693145800005
Valais,Valais_1_1,VS,6.851963745000091,46.064682922000074
Valais,Valais_1_1,VS,6.853410685000085,46.06566477500003
Valais,Valais_1_1,VS,6.853100627000089,46.07610341400006
Valais,Valais_1_1,VS,6.851343628000109,46.08602529000005
Valais,Valais_1_1,VS,6.848553100000061,46.085043437000095
Valais,Valais_1_1,VS,6.853100627000089,46.090211081000106
Valais,Valais_1_1,VS,6.861162150000098,46.09703236900005
Valais,Valais_1_1,VS,6.868190144000096,46.104680482000035
Valais,Valais_1_1,VS,6.869223673000079,46.1123285930001
Valais,Valais_1_1,VS,6.8539274490001105,46.12261220300009
Valais,Valais_1_1,VS,6.774345743000083,46.13480784100001
Valais,Valais_1_1,VS,6.765664103000034,46.151602681000085
Valais,Valais_1_1,VS,6.774862508000126,46.185864155999994
Valais,Valais_1_1,VS,6.792225789000071,46.221675924000024
Valais,Valais_1_1,VS,6.827675822000089,46.269476624000006
Valais,Valais_1_1,VS,6.804938192000094,46.29660675100008
Valais,Valais_1_1,VS,6.769488159000076,46.322677511000066
Valais,Valais_1_1,VS,6.750367879000095,46.345518494000075
Valais,Valais_1_1,VS,6.755742228000145,46.3570681770001
Valais,Valais_1_1,VS,6.7820972090001135,46.37846222000012
Valais,Valais_1_1,VS,6.7892285560001255,46.39520538300006
Valais,Valais_1_1,VS,6.78810673300012,46.40500797800006
Valais,Valais_1_1,VS,6.8070060559846866,46.40424795218121
Valais,Valais_1_1,VS,6.854600050152158,46.39773672117269
Valais,Valais_1_1,VS,6.866588983394877,46.40269765946937
Valais,Valais_1_1,VS,6.8733069190790275,46.39546295804905
Valais,Valais_1_1,VS,6.888138055326976,46.38331899697408
Valais,Valais_1_1,VS,6.894494255805228,46.37476654683866
Valais,Valais_1_1,VS,6.894339227073658,46.36962474228801
Valais,Valais_1_1,VS,6.891858758375008,46.36295848254792
Valais,Valais_1_1,VS,6.890773552757253,46.35551707645192
Valais,Valais_1_1,VS,6.894494255805228,46.348075670355854
Valais,Valais_1_1,VS,6.906896600197911,46.34218455697169
Valais,Valais_1_1,VS,6.920332471566326,46.34022085221056
Valais,Valais_1_1,VS,6.931029493616222,46.33432973882634
Valais,Valais_1_1,VS,6.935473667076053,46.316708076416546
Valais,Valais_1_1,VS,6.940124546110894,46.307613023022554
Valais,Valais_1_1,VS,7.003686558088191,46.23087352209535
Valais,Valais_1_1,VS,7.026062453219652,46.209970405309946
Valais,Valais_1_1,VS,7.033452183371537,46.20015188330274
Valais,Valais_1_1,VS,7.04487267403465,46.189868272402805
Valais,Valais_1_1,VS,7.083164911031815,46.2048544382817
Valais,Valais_1_1,VS,7.116082797682964,46.2198147648395
Valais,Valais_1_1,VS,7.139647251219628,46.24012360332159
Valais,Valais_1_1,VS,7.1511710946702465,46.24358592395123
Valais,Valais_1_1,VS,7.170239698803073,46.25702179621891
Valais,Valais_1_1,VS,7.1841923359075395,46.270638536539195
Valais,Valais_1_1,VS,7.195974561776609,46.284927070427955
Valais,Valais_1_1,VS,7.199746941668025,46.29247182931147
Valais,Valais_1_1,VS,7.197989943381174,46.305700995104814
Valais,Valais_1_1,VS,7.1984550313745785,46.308853258271256
Valais,Valais_1_1,VS,7.215714958578474,46.32192739533298
Valais,Valais_1_1,VS,7.227807244608641,46.33143585897767
Valais,Valais_1_1,VS,7.262585483233465,46.34567271602299
Valais,Valais_1_1,VS,7.2703369476919875,46.354741930096
Valais,Valais_1_1,VS,7.270647006953823,46.3583076044124
Valais,Valais_1_1,VS,7.271112094947227,46.36114980741763
Valais,Valais_1_1,VS,7.272507358028122,46.36262258576369
Valais,Valais_1_1,VS,7.275918002713638,46.36399201132224
Valais,Valais_1_1,VS,7.30831912632658,46.37158844704919
Valais,Valais_1_1,VS,7.314261915654868,46.37158844704919
Valais,Valais_1_1,VS,7.317052442716033,46.36936635986956
Valais,Valais_1_1,VS,7.317672560340384,46.36233836492357
Valais,Valais_1_1,VS,7.316742384353517,46.357377428425536
Valais,Valais_1_1,VS,7.316587354722628,46.35422516525915
Valais,Valais_1_1,VS,7.317672560340384,46.35189972619139
Valais,Valais_1_1,VS,7.323718703355439,46.350607814998625
Valais,Valais_1_1,VS,7.329609815840342,46.34854075834931
Valais,Valais_1_1,VS,7.3672819352131,46.35722239789533
Valais,Valais_1_1,VS,7.390122918338022,46.368177802363675
Valais,Valais_1_1,VS,7.399734734770163,46.37623932608403
Valais,Valais_1_1,VS,7.401905145106355,46.37763458916493
Valais,Valais_1_1,VS,7.404230584174115,46.37856476515179
Valais,Valais_1_1,VS,7.418648309272044,46.38073517548793
Valais,Valais_1_1,VS,7.462263217973145,46.38104523385044
Valais,Valais_1_1,VS,7.48618940581639,46.37608429645309
Valais,Valais_1_1,VS,7.488824904145986,46.37505076857809
Valais,Valais_1_1,VS,7.494716016630832,46.37399140138206
Valais,Valais_1_1,VS,7.500917189276834,46.374146430113626
Valais,Valais_1_1,VS,7.509598829722222,46.375670885303066
Valais,Valais_1_1,VS,7.545307245233175,46.38621287682281
Valais,Valais_1_1,VS,7.559879998163353,46.39520457652998
Valais,Valais_1_1,VS,7.546857537045696,46.40026886671478
Valais,Valais_1_1,VS,7.54096642366153,46.40564321616148
Valais,Valais_1_1,VS,7.563910759573901,46.41553925253447
Valais,Valais_1_1,VS,7.597758823111178,46.42264476184624
Valais,Valais_1_1,VS,7.600859409434179,46.425021877757445
Valais,Valais_1_1,VS,7.6115564305848125,46.43091299114161
Valais,Valais_1_1,VS,7.613726840920947,46.43303172553368
Valais,Valais_1_1,VS,7.614967075270272,46.43675242858171
Valais,Valais_1_1,VS,7.616517367982112,46.43969798437445
Valais,Valais_1_1,VS,7.619617954305113,46.44161001229219
Valais,Valais_1_1,VS,7.6244238620715805,46.44336701147836
Valais,Valais_1_1,VS,7.64519778764776,46.441403306717234
Valais,Valais_1_1,VS,7.711343621111212,46.41944082273574
Valais,Valais_1_1,VS,7.723125847879544,46.42016429314759
Valais,Valais_1_1,VS,7.844927199230824,46.48129751237025
Valais,Valais_1_1,VS,7.856554396368267,46.47884288209332
Valais,Valais_1_1,VS,7.871747266922796,46.47886872051504
Valais,Valais_1_1,VS,7.880790642574084,46.47995392523342
Valais,Valais_1_1,VS,7.901874627412099,46.48558665619919
Valais,Valais_1_1,VS,7.938513218010598,46.50351837787082
Valais,Valais_1_1,VS,7.96610843295781,46.51571401578917
Valais,Valais_1_1,VS,7.969209019280811,46.51860789743648
Valais,Valais_1_1,VS,7.972929722328786,46.52362050987858
Valais,Valais_1_1,VS,7.972774691798577,46.52682444898909
Valais,Valais_1_1,VS,7.971379428717626,46.53018341683122
Valais,Valais_1_1,VS,7.969209019280811,46.53346487120683
Valais,Valais_1_1,VS,7.966573520951215,46.53638458947722
Valais,Valais_1_1,VS,7.9650232282393745,46.53858083823508
Valais,Valais_1_1,VS,7.965178256970944,46.53995026289431
Valais,Valais_1_1,VS,7.9670386080453,46.54144888056135
Valais,Valais_1_1,VS,7.970449252730816,46.543515937210714
Valais,Valais_1_1,VS,8.003057081918769,46.5574427349942
Valais,Valais_1_1,VS,8.028791944892305,46.55839874940273
Valais,Valais_1_1,VS,8.114161411220152,46.547159124993584
Valais,Valais_1_1,VS,8.122688022933914,46.54206899728638
Valais,Valais_1_1,VS,8.14671756356472,46.53478261992194
Valais,Valais_1_1,VS,8.173434279368507,46.53281891516076
Valais,Valais_1_1,VS,8.174829543348721,46.532198798435786
Valais,Valais_1_1,VS,8.175139600811917,46.53033844736143
Valais,Valais_1_1,VS,8.175139600811917,46.527754624975955
Valais,Valais_1_1,VS,8.176069776798727,46.52455068586545
Valais,Valais_1_1,VS,8.179325391853354,46.52284536442198
Valais,Valais_1_1,VS,8.1844413588816,46.52176015880429
Valais,Valais_1_1,VS,8.190332472265766,46.52191518843517
Valais,Valais_1_1,VS,8.24247399268063,46.52930491768779
Valais,Valais_1_1,VS,8.266400181423194,46.53519603107196
Valais,Valais_1_1,VS,8.312443881979561,46.55302439995609
Valais,Valais_1_1,VS,8.323037550342633,46.55930308696787
Valais,Valais_1_1,VS,8.338695508890623,46.566253567548074
Valais,Valais_1_1,VS,8.349082471678685,46.57348826806907
Valais,Valais_1_1,VS,8.354198438706987,46.57850088230987
Valais,Valais_1_1,VS,8.358384229748367,46.584185289219704
Valais,Valais_1_1,VS,8.36350019677667,46.60609609635776
Valais,Valais_1_1,VS,8.369546339791725,46.62175405490569
Valais,Valais_1_1,VS,8.373577101202272,46.629712225838546
Valais,Valais_1_1,VS,8.379519891429823,46.63808380792136
Valais,Valais_1_1,VS,8.398588494663272,46.654516912825216
Valais,Valais_1_1,VS,8.409440545444795,46.65565379528641
Valais,Valais_1_1,VS,8.417657097896722,46.65294078169171
Valais,Valais_1_1,VS,8.419982536964483,46.65033112178384
Valais,Valais_1_1,VS,8.421687860206589,46.64593862606671
Valais,Valais_1_1,VS,8.421222772213127,46.63741201435295
Valais,Valais_1_1,VS,8.419052361876993,46.625061346803705
Valais,Valais_1_1,VS,8.415641717191477,46.61420929602218
Valais,Valais_1_1,VS,8.408510370357305,46.59798289669328
Valais,Valais_1_1,VS,8.40758019437044,46.59317698802755
Valais,Valais_1_1,VS,8.408820427820501,46.58738922833021
Valais,Valais_1_1,VS,8.411610954881667,46.58118805658353
Valais,Valais_1_1,VS,8.422152948199994,46.562997952493504
Valais,Valais_1_1,VS,8.437397494698587,46.546616523533714
Valais,Valais_1_1,VS,8.476929966045077,46.53183706322989
Valais,Valais_1_1,VS,8.447629428755135,46.50455190754445
Valais,Valais_1_1,VS,8.430989618276271,46.49695547091824
Valais,Valais_1_1,VS,8.4080452823639,46.4950434430005
Valais,Valais_1_1,VS,8.399208612287623,46.49315725440374
Valais,Valais_1_1,VS,8.395952996333676,46.49085765195906
Valais,Valais_1_1,VS,8.395487909239591,46.48848053604786
Valais,Valais_1_1,VS,8.396728142689597,46.486516832186055
Valais,Valais_1_1,VS,8.397038201951432,46.484553128324194
Valais,Valais_1_1,VS,8.396418084327138,46.48238271708868
Valais,Valais_1_1,VS,8.391302118198212,46.47566478140453
Valais,Valais_1_1,VS,8.387116327156775,46.468533434570304
Valais,Valais_1_1,VS,8.384635857558749,46.46207388040523
Valais,Valais_1_1,VS,8.385566034444935,46.45458079746578
Valais,Valais_1_1,VS,8.38587609190813,46.45060171199941
Valais,Valais_1_1,VS,8.385906925000114,46.45020601800009
Valais,Valais_1_1,VS,8.343448934000037,46.4438845830001
Valais,Valais_1_1,VS,8.316267130000142,46.433652649000024
Valais,Valais_1_1,VS,8.294976441000074,46.41804636600007
Valais,Valais_1_1,VS,8.286604859000079,46.405359803000024
Valais,Valais_1_1,VS,8.290428914000131,46.40112233500007
Valais,Valais_1_1,VS,8.297043497000118,46.39763417600004
Valais,Valais_1_1,VS,8.297456909000033,46.38750559600008
Valais,Valais_1_1,VS,8.291462443000114,46.378358866
Valais,Valais_1_1,VS,8.28154056800011,46.370116475000046
Valais,Valais_1_1,VS,8.270068400000099,46.3640444950001
Valais,Valais_1_1,VS,8.241749715000111,46.35412262000001
Valais,Valais_1_1,VS,8.192553752000038,46.30916412400008
Valais,Valais_1_1,VS,8.171883178000115,46.29919057299999
Valais,Valais_1_1,VS,8.128474975000131,46.292472636000056
Valais,Valais_1_1,VS,8.106874227000048,46.28554799500007
Valais,Valais_1_1,VS,8.087340535000038,46.27180206300004
Valais,Valais_1_1,VS,8.07731530700002,46.262035218000094
Valais,Valais_1_1,VS,8.073077840000082,46.25361195900008
Valais,Valais_1_1,VS,8.076591837000109,46.24973622600005
Valais,Valais_1_1,VS,8.099949585000076,46.23562856100001
Valais,Valais_1_1,VS,8.129508504000114,46.19604441300005
Valais,Valais_1_1,VS,8.132299032000077,46.15935414700009
Valais,Valais_1_1,VS,8.110594930000076,46.12695302300007
Valais,Valais_1_1,VS,8.066876668000077,46.10059804300003
Valais,Valais_1_1,VS,8.056024617000048,46.09806589800003
Valais,Valais_1_1,VS,8.035354044000115,46.09651560500002
Valais,Valais_1_1,VS,8.025328817000087,46.09114125600006
Valais,Valais_1_1,VS,8.018197469000143,46.08085764600007
Valais,Valais_1_1,VS,8.016027059000066,46.06938547800006
Valais,Valais_1_1,VS,8.015923706000137,46.0581716920001
Valais,Valais_1_1,VS,8.010652710000102,46.02969797800007
Valais,Valais_1_1,VS,8.008792358000107,46.027682597000094
Valais,Valais_1_1,VS,7.999077189000076,46.01279978400008
Valais,Valais_1_1,VS,7.998353719000079,46.01062937500008
Valais,Valais_1_1,VS,7.985848022000084,45.99931223600002
Valais,Valais_1_1,VS,7.978716674000026,45.99517812100008
Valais,Valais_1_1,VS,7.969104858000037,45.99311106400002
Valais,Valais_1_1,VS,7.8982047940000655,45.98194895400009
Valais,Valais_1_1,VS,7.883781986184766,45.97386867462201
Valais,Valais_1_1,VS,7.872917431422034,45.95938260160503
Valais,Valais_1_1,VS,7.870201292731351,45.94036963077025
Valais,Valais_1_1,VS,7.84962011600004,45.93971206200011
Ticino,Ticino_1_1,TI,8.728973717163285,46.10823573289275
Ticino,Ticino_1_1,TI,8.723890828000094,46.10953806600004
Ticino,Ticino_1_1,TI,8.717689656000118,46.107522685000006
Ticino,Ticino_1_1,TI,8.702186727000111,46.0979625450001
Ticino,Ticino_1_1,TI,8.695055379000081,46.09517201800004
Ticino,Ticino_1_1,TI,8.67748539200008,46.095792135000025
Ticino,Ticino_1_1,TI,8.630873250000121,46.11470570900006
Ticino,Ticino_1_1,TI,8.611546264000083,46.11935658800011
Ticino,Ticino_1_1,TI,8.601831095000136,46.12281890900006
Ticino,Ticino_1_1,TI,8.538682495000074,46.18762115500006
Ticino,Ticino_1_1,TI,8.510260457000072,46.207878317000066
Ticino,Ticino_1_1,TI,8.482665242000053,46.21754180900008
Ticino,Ticino_1_1,TI,8.456516968000045,46.224828187000085
Ticino,Ticino_1_1,TI,8.43812015800006,46.23537017800005
Ticino,Ticino_1_1,TI,8.427164754000074,46.251441549000006
Ticino,Ticino_1_1,TI,8.423237345000103,46.27583282500005
Ticino,Ticino_1_1,TI,8.426647990000049,46.30156768800002
Ticino,Ticino_1_1,TI,8.442874389000053,46.3533733120001
Ticino,Ticino_1_1,TI,8.446285034000084,46.38218292300003
Ticino,Ticino_1_1,TI,8.445768270000116,46.41236195900002
Ticino,Ticino_1_1,TI,8.441634155000116,46.43494456000006
Ticino,Ticino_1_1,TI,8.427888224000071,46.44869049100002
Ticino,Ticino_1_1,TI,8.399156128000072,46.45217865000005
Ticino,Ticino_1_1,TI,8.385906925000114,46.45020601800009
Ticino,Ticino_1_1,TI,8.38587609190813,46.45060171199941
Ticino,Ticino_1_1,TI,8.385566034444935,46.45458079746578
Ticino,Ticino_1_1,TI,8.384635857558749,46.46207388040523
Ticino,Ticino_1_1,TI,8.387116327156775,46.468533434570304
Ticino,Ticino_1_1,TI,8.391302118198212,46.47566478140453
Ticino,Ticino_1_1,TI,8.396418084327138,46.48238271708868
Ticino,Ticino_1_1,TI,8.397038201951432,46.484553128324194
Ticino,Ticino_1_1,TI,8.396728142689597,46.486516832186055
Ticino,Ticino_1_1,TI,8.395487909239591,46.48848053604786
Ticino,Ticino_1_1,TI,8.395952996333676,46.49085765195906
Ticino,Ticino_1_1,TI,8.399208612287623,46.49315725440374
Ticino,Ticino_1_1,TI,8.4080452823639,46.4950434430005
Ticino,Ticino_1_1,TI,8.430989618276271,46.49695547091824
Ticino,Ticino_1_1,TI,8.447629428755135,46.50455190754445
Ticino,Ticino_1_1,TI,8.476929966045077,46.53183706322989
Ticino,Ticino_1_1,TI,8.509847852696225,46.550853990519215
Ticino,Ticino_1_1,TI,8.512173292663306,46.556047471913246
Ticino,Ticino_1_1,TI,8.516049025342227,46.56258454044416
Ticino,Ticino_1_1,TI,8.523800489800749,46.57850088230987
Ticino,Ticino_1_1,TI,8.526280959398719,46.58090383574341
Ticino,Ticino_1_1,TI,8.529691603184915,46.58307424607955
Ticino,Ticino_1_1,TI,8.537133009280922,46.5845470244256
Ticino,Ticino_1_1,TI,8.54865685363086,46.584986273997345
Ticino,Ticino_1_1,TI,8.636300083082347,46.57116282810199
Ticino,Ticino_1_1,TI,8.677899611078203,46.583591010017074
Ticino,Ticino_1_1,TI,8.711230909778635,46.573023180075666
Ticino,Ticino_1_1,TI,8.78838382275518,46.56813975704415
Ticino,Ticino_1_1,TI,8.847346633440395,46.57524526635592
Ticino,Ticino_1_1,TI,8.898092888975611,46.589249579404566
Ticino,Ticino_1_1,TI,8.90770470540781,46.5941588408578
Ticino,Ticino_1_1,TI,8.909875115744,46.59746613185649
Ticino,Ticino_1_1,TI,8.90925499811965,46.60072174691106
Ticino,Ticino_1_1,TI,8.907084587783459,46.60382233323406
Ticino,Ticino_1_1,TI,8.90599938306508,46.608318183537335
Ticino,Ticino_1_1,TI,8.90754967577692,46.61333079687875
Ticino,Ticino_1_1,TI,8.9148360531413,46.62035879182474
Ticino,Ticino_1_1,TI,8.921812371243902,46.62304596609846
Ticino,Ticino_1_1,TI,8.929563835702425,46.62511302274777
Ticino,Ticino_1_1,TI,8.939227328978063,46.626611640414865
Ticino,Ticino_1_1,TI,8.94744388232931,46.63208934174969
Ticino,Ticino_1_1,TI,8.95302493735096,46.632347724168085
Ticino,Ticino_1_1,TI,8.955970493143752,46.630642401825355
Ticino,Ticino_1_1,TI,8.957055697862131,46.62537140606554
Ticino,Ticino_1_1,TI,8.959846225822673,46.62041046776886
Ticino,Ticino_1_1,TI,8.964807163219973,46.61482941274715
Ticino,Ticino_1_1,TI,8.998810256388197,46.612503974578715
Ticino,Ticino_1_1,TI,9.003771192886234,46.61108287217678
Ticino,Ticino_1_1,TI,9.010747510988836,46.608137315484726
Ticino,Ticino_1_1,TI,9.022064649763765,46.6048817004301
Ticino,Ticino_1_1,TI,9.035242139613048,46.59617422156305
Ticino,Ticino_1_1,TI,9.037722609211016,46.593848782495286
Ticino,Ticino_1_1,TI,9.038497755566937,46.590722357750565
Ticino,Ticino_1_1,TI,9.036482374861691,46.58687246439269
Ticino,Ticino_1_1,TI,9.029040967866363,46.57718313269538
Ticino,Ticino_1_1,TI,9.025630324080169,46.571266180889495
Ticino,Ticino_1_1,TI,9.022839797019005,46.5640314803685
Ticino,Ticino_1_1,TI,9.021134473776954,46.55777863177843
Ticino,Ticino_1_1,TI,9.019119093071652,46.54589305312186
Ticino,Ticino_1_1,TI,9.01756880125913,46.54051870457454
Ticino,Ticino_1_1,TI,9.01601850764797,46.53653961910811
Ticino,Ticino_1_1,TI,9.01524336129205,46.53346487120683
Ticino,Ticino_1_1,TI,9.021444533038732,46.51421539992077
Ticino,Ticino_1_1,TI,9.024080031368328,46.50889272731746
Ticino,Ticino_1_1,TI,9.02702558806044,46.50429352512606
Ticino,Ticino_1_1,TI,9.037722609211016,46.49183950478931
Ticino,Ticino_1_1,TI,9.04857465999254,46.48088410122028
Ticino,Ticino_1_1,TI,9.055602654938582,46.47871369088409
Ticino,Ticino_1_1,TI,9.057773065274716,46.47959219002752
Ticino,Ticino_1_1,TI,9.062268913779349,46.48083242437684
Ticino,Ticino_1_1,TI,9.077306755602253,46.48233104114462
Ticino,Ticino_1_1,TI,9.088778924008125,46.467396552109165
Ticino,Ticino_1_1,TI,9.08908898326996,46.461427924359214
Ticino,Ticino_1_1,TI,9.088623895276555,46.453340563116456
Ticino,Ticino_1_1,TI,9.086608513671932,46.44238515954743
Ticino,Ticino_1_1,TI,9.08831383601472,46.43401357746461
Ticino,Ticino_1_1,TI,9.092034539062697,46.42701142004097
Ticino,Ticino_1_1,TI,9.096995477359371,46.42021596909166
Ticino,Ticino_1_1,TI,9.097770622815972,46.416133530837726
Ticino,Ticino_1_1,TI,9.095445183748213,46.411766873542376
Ticino,Ticino_1_1,TI,9.09218956869364,46.402077541845074
Ticino,Ticino_1_1,TI,9.088003777652204,46.39391266533721
Ticino,Ticino_1_1,TI,9.08908898326996,46.363681952060404
Ticino,Ticino_1_1,TI,9.085523308953556,46.35675731080124
Ticino,Ticino_1_1,TI,9.07017540876808,46.33681020842437
Ticino,Ticino_1_1,TI,9.06847008642535,46.33006643341912
Ticino,Ticino_1_1,TI,9.06924523278127,46.323426012100754
Ticino,Ticino_1_1,TI,9.070950555124,46.31717316351069
Ticino,Ticino_1_1,TI,9.06924523278127,46.31231557890084
Ticino,Ticino_1_1,TI,9.065214471370725,46.30580434789232
Ticino,Ticino_1_1,TI,9.056997918019476,46.29898305942061
Ticino,Ticino_1_1,TI,9.056532830026072,46.29492645868907
Ticino,Ticino_1_1,TI,9.058083122737912,46.289965522191096
Ticino,Ticino_1_1,TI,9.06614464735759,46.27596120914245
Ticino,Ticino_1_1,TI,9.07653161014565,46.26162099930963
Ticino,Ticino_1_1,TI,9.077151726870682,46.25790029626165
Ticino,Ticino_1_1,TI,9.077461786132517,46.252913520442576
Ticino,Ticino_1_1,TI,9.074516229440404,46.24007192647821
Ticino,Ticino_1_1,TI,9.076376579615442,46.234800929819016
Ticino,Ticino_1_1,TI,9.079632195569332,46.229555772480865
Ticino,Ticino_1_1,TI,9.0875386896588,46.22058991119542
Ticino,Ticino_1_1,TI,9.094204950298206,46.21645579699742
Ticino,Ticino_1_1,TI,9.11068973114618,46.20849762606457
Ticino,Ticino_1_1,TI,9.131618687252626,46.19079844838967
Ticino,Ticino_1_1,TI,9.140300326798638,46.184881497483104
Ticino,Ticino_1_1,TI,9.163141309923503,46.17315094755816
Ticino,Ticino_1_1,TI,9.163348016397832,46.17309926981545
Ticino,Ticino_1_1,TI,9.16378802499736,46.1729892674407
Ticino,Ticino_1_1,TI,9.163243856000063,46.17227325500001
Ticino,Ticino_1_1,TI,9.090586792000124,46.138166809000026
Ticino,Ticino_1_1,TI,9.072086629000095,46.11889150000009
Ticino,Ticino_1_1,TI,9.06815922000004,46.10597239200008
Ticino,Ticino_1_1,TI,9.07032963100005,46.08344146700007
Ticino,Ticino_1_1,TI,9.067125692000076,46.07114247700012
Ticino,Ticino_1_1,TI,9.059167521000091,46.06178904299999
Ticino,Ticino_1_1,TI,9.049659057000014,46.05791331000002
Ticino,Ticino_1_1,TI,9.02774825000006,46.05310740200012
Ticino,Ticino_1_1,TI,9.002116740000105,46.03930979500008
Ticino,Ticino_1_1,TI,8.997775919000105,46.02794097900009
Ticino,Ticino_1_1,TI,9.015552612000135,45.99311106400002
Ticino,Ticino_1_1,TI,8.982686401000109,45.97197540300009
Ticino,Ticino_1_1,TI,8.980515991000118,45.96949493400011
Ticino,Ticino_1_1,TI,8.979792521000121,45.966911112999995
Ticino,Ticino_1_1,TI,8.980515991000118,45.96437896800002
Ticino,Ticino_1_1,TI,8.982686401000109,45.96184682200003
Ticino,Ticino_1_1,TI,8.9934350990001235,45.95425038700007
Ticino,Ticino_1_1,TI,9.001703329000094,45.93606028300012
Ticino,Ticino_1_1,TI,9.010798380000068,45.926655172000054
Ticino,Ticino_1_1,TI,9.0205135490001,45.922779440000014
Ticino,Ticino_1_1,TI,9.042321004000115,45.91973053000008
Ticino,Ticino_1_1,TI,9.051726115000063,45.915544739000055
Ticino,Ticino_1_1,TI,9.063094930000148,45.89895660400005
Ticino,Ticino_1_1,TI,9.05927087400002,45.88195505800011
Ticino,Ticino_1_1,TI,9.034362834000149,45.84810699500012
Ticino,Ticino_1_1,TI,9.002426798000073,45.82071848599999
Ticino,Ticino_1_1,TI,8.97235111500001,45.824645895000046
Ticino,Ticino_1_1,TI,8.93958825700011,45.83482615200002
Ticino,Ticino_1_1,TI,8.908884719317435,45.82829263130598
Ticino,Ticino_1_1,TI,8.900004109000065,45.82640289300012
Ticino,Ticino_1_1,TI,8.903724812000064,45.841802470000104
Ticino,Ticino_1_1,TI,8.909719279000086,45.85368805000003
Ticino,Ticino_1_1,TI,8.9137500410001,45.86609039300002
Ticino,Ticino_1_1,TI,8.91209639400003,45.88340199800011
Ticino,Ticino_1_1,TI,8.906515340000112,45.89647613500007
Ticino,Ticino_1_1,TI,8.89814375800006,45.90955027300002
Ticino,Ticino_1_1,TI,8.88078047600004,45.93109934500008
Ticino,Ticino_1_1,TI,8.870961954000052,45.9470673630001
Ticino,Ticino_1_1,TI,8.86445072400008,45.95342356400003
Ticino,Ticino_1_1,TI,8.857732788000078,45.957092591000034
Ticino,Ticino_1_1,TI,8.800371948000077,45.97853831000005
Ticino,Ticino_1_1,TI,8.785075724000109,45.98231069000009
Ticino,Ticino_1_1,TI,8.767919149000079,45.983085836
Ticino,Ticino_1_1,TI,8.769572794000112,45.98577301000002
Ticino,Ticino_1_1,TI,8.773396850000069,45.99057891900013
Ticino,Ticino_1_1,TI,8.790966838000116,46.01869089800006
